Image_Name,Seed,Area,Length,Width,Orientation,Circularity,Eccentricity
PI_234897_035,117,178,40.49579172,7.616980202,1.035204248,0.233465101,0.982151197
PI_234897_035,118,102,33.08602778,11.31682946,0.409874973,0.198860761,0.939684463
PI_234897_035,119,234,50.00167888,6.539895647,0.219930601,0.226898285,0.99140963
PI_235072_091,1,1566,107.8807158,20.00362444,-0.454646885,0.216435695,0.982658695
PI_235072_091,2,2041,119.9608003,22.91409612,-0.344755682,0.208072627,0.981587468
PI_235072_091,3,730,123.3010376,8.254333233,0.819068859,0.149492093,0.997756697
PI_235072_091,4,1952,116.0436854,22.23713685,0.557364938,0.293365355,0.981467769
PI_235072_091,5,1624,102.1425505,21.76076066,1.42030008,0.233584294,0.977042813
PI_235072_091,6,1679,111.4235857,20.37163376,-0.241987593,0.253030546,0.983144443
PI_235072_091,7,1205,112.8616248,14.61847506,-0.947659639,0.209278671,0.991576072
PI_235072_091,8,324,84.01983041,5.359310226,-0.074551522,0.14347714,0.997963583
PI_235072_091,9,104,43.9880109,3.624193512,-0.083142522,0.215921201,0.996600124
PI_235072_091,10,1609,98.09725181,21.08406995,0.670828623,0.386775532,0.976629394
PI_235072_091,11,1452,78.99616037,24.97508995,-0.884469632,0.336742153,0.948707302
PI_235072_091,12,2146,124.7578161,23.15785608,0.416349167,0.178016306,0.982621134
PI_235072_091,13,1360,97.20971996,20.10420665,0.936635482,0.274232006,0.978380549
PI_235072_091,14,348,80.58235683,7.013243074,-1.090272367,0.141403563,0.996205517
PI_235072_091,15,246,56.78632779,7.845246309,-1.175230156,0.200434592,0.990410789
PI_235072_091,16,1461,97.05011642,19.94784533,0.987967886,0.272702327,0.97864836
PI_235072_091,17,569,84.54810491,9.207879234,-1.260412869,0.187118378,0.994051945
PI_235072_091,18,1148,101.7755655,14.81116089,-0.505909493,0.255326036,0.989354182
PI_235072_091,19,554,88.87582617,21.52111388,-1.443838657,0.08669634,0.970239295
PI_235072_091,20,1487,110.0668346,17.96893002,-0.302670667,0.235141354,0.986583953
PI_235072_091,21,1809,123.1149423,20.24519702,-0.67859887,0.210757425,0.986386849
PI_235072_091,22,370,80.79321926,7.364092868,0.360598551,0.163478637,0.995837411
PI_235072_091,23,415,81.86075827,8.064546395,0.33598192,0.139866549,0.995135525
PI_235072_091,24,308,75.30140714,7.249858956,-0.647884949,0.154436961,0.995354496
PI_235072_091,25,180,39.64169474,9.689512649,-0.544629144,0.247473983,0.969667619
PI_235072_091,26,584,117.0626505,12.53285641,-1.12452588,0.108575073,0.994252443
PI_235072_091,27,101,41.77328652,4.464312746,-1.087668312,0.222289641,0.994272998
PI_235072_091,28,1771,104.0740557,22.74572574,-1.137647561,0.254390284,0.975825018
PI_235072_091,29,1532,108.6949462,18.39345936,-0.740481864,0.289468738,0.985578144
PI_235072_091,30,524,92.10820586,8.423651647,1.243665223,0.146378883,0.995809314
PI_235072_091,31,240,67.70990757,6.276328982,1.255403071,0.141050779,0.995694606
PI_235072_091,32,594,103.3271174,14.92175035,-0.574808307,0.113152812,0.989517542
PI_235072_091,33,678,105.4522332,10.53267844,-1.251047441,0.131807221,0.994999386
PI_235072_091,34,190,72.43497489,5.932053682,-0.560057581,0.141909675,0.996640973
PI_235072_091,35,616,105.7991587,8.810154,-0.827544846,0.162492907,0.996526819
PI_235072_091,36,236,56.32783818,6.402068504,-0.77292674,0.24103036,0.993520017
PI_235072_091,37,1791,97.19692662,25.14001185,-1.208452686,0.247873161,0.965971032
PI_235072_091,38,1266,109.5157394,15.38836687,0.380395648,0.213987289,0.990078857
PI_235072_091,39,1721,103.6159334,21.85082801,-1.145661621,0.30801514,0.977511332
PI_235072_091,40,1521,111.2149767,18.04674874,-1.428386577,0.260663819,0.986746551
PI_235072_091,41,356,83.17579451,7.113978786,-0.49372891,0.144033254,0.996335644
PI_235072_091,42,162,51.43925715,5.166346278,-0.516664787,0.212788353,0.994943535
PI_237179_017,1,421,60.14788736,9.687778005,0.019802088,0.251316408,0.986943642
PI_237179_017,2,199,32.50140701,11.04728577,1.191193277,0.282086535,0.940460944
PI_237179_017,3,534,58.33493487,11.94031618,0.737211656,0.358637849,0.978827789
PI_237179_017,4,266,50.51103387,7.751557344,-0.123569983,0.244134559,0.988154448
PI_237179_017,5,359,51.01751378,10.26409661,1.012271324,0.295905021,0.979552707
PI_237179_017,6,421,51.16522757,10.77766001,-0.905913335,0.410606909,0.97756279
PI_237179_017,7,400,59.0329391,9.551162306,-1.069424536,0.224549561,0.986824591
PI_237179_017,8,108,57.0739302,4.229521295,-0.818934083,0.248234137,0.997250369
PI_237179_017,9,137,44.77540962,5.700129833,-0.844985844,0.277675996,0.991863629
PI_237179_017,10,161,20.32352045,10.76360066,-0.369525761,0.581668307,0.848239394
PI_237179_017,11,174,56.87541024,8.227715788,0.610944689,0.185018307,0.989481116
PI_237179_017,12,207,48.75211642,10.48946947,1.045229569,0.184808008,0.976578973
PI_237179_017,13,187,32.82341252,9.997947015,-0.277488999,0.312840825,0.95248099
PI_237179_017,14,489,54.89074447,11.70466377,-0.788018324,0.378967551,0.977000796
PI_237179_017,15,293,44.05932002,10.13172581,0.963642423,0.282839981,0.973200915
PI_237179_017,16,500,58.39596901,11.29920435,0.382750652,0.325418336,0.981101679
PI_237179_017,17,276,42.9067377,13.30941826,1.045279923,0.240070728,0.950673235
PI_237179_017,18,454,53.23167778,12.72850601,1.107143894,0.307858906,0.970991193
PI_237179_017,19,420,55.05165482,9.871102165,-0.682387054,0.39043255,0.983793318
PI_237179_017,20,463,52.95203802,11.34351767,0.183763096,0.394837857,0.976784891
PI_237179_017,21,363,51.75184752,12.23964225,-0.395316621,0.254601805,0.971629935
PI_237179_017,22,437,53.49923065,10.76953425,0.201458536,0.358649531,0.979529103
PI_237179_017,23,142,25.17026025,15.67758603,-0.712795704,0.262869379,0.782332125
PI_237179_017,24,440,52.74882778,11.09449319,-0.561096213,0.351398694,0.977631131
PI_237179_017,25,163,43.55408003,5.059196036,-1.079424456,0.266073159,0.993230637
PI_237179_017,26,122,35.98970634,4.935308458,-0.970521951,0.321897819,0.990552905
PI_237179_017,27,126,37.3457765,5.042620792,-0.927048447,0.286889987,0.990842165
PI_237179_017,28,146,36.43022177,5.38149984,-0.673859325,0.288541975,0.989029109
PI_237179_017,29,370,35.3292522,14.18713583,-0.259736897,0.456592364,0.91582873
PI_237179_017,30,104,41.01577796,4.848172319,-0.20744464,0.208622317,0.992989497
PI_237179_017,31,300,37.91969936,15.39195318,-0.588755076,0.233645223,0.91391343
PI_237179_017,32,134,56.53911912,4.432394389,-0.239139762,0.1619247,0.996922362
PI_237179_017,33,500,61.14411499,10.71649282,0.393748517,0.294952389,0.984521092
PI_237179_017,34,517,56.28159631,12.8326775,-0.258791454,0.294736873,0.973659162
PI_237179_017,35,444,55.88374688,11.21826461,-0.635595117,0.298813938,0.979643963
PI_237179_017,36,218,55.45303993,5.356211843,-0.802789451,0.230322308,0.99532425
PI_237179_017,37,230,51.56201299,6.872109298,1.115909239,0.233060169,0.991078621
PI_237179_017,38,454,45.20380155,12.87066861,-0.345009197,0.5159545,0.958609133
PI_237179_017,39,469,64.49570466,11.70383076,1.248389195,0.186593308,0.983397067
PI_237179_017,40,261,52.43068065,6.839675329,-0.714650322,0.256424827,0.991454656
PI_237179_017,41,453,40.97268106,15.09810121,-0.894722511,0.456161565,0.929630958
PI_237179_017,42,152,53.24314895,3.900447266,-0.613591832,0.192393064,0.997313077
PI_237179_017,43,602,63.45976713,13.32187289,-0.114677444,0.275273801,0.977717217
PI_237179_017,44,193,28.40529281,15.20187058,-0.207981312,0.196548589,0.844739698
PI_237708_039,1,1106,83.3763068,17.30256682,-0.067636163,0.332440659,0.978229972
PI_237708_039,2,1161,85.36239949,17.99925825,-0.886245331,0.293517417,0.977516921
PI_237708_039,3,748,74.30594588,13.14017112,-0.573318717,0.311583998,0.984239836
PI_237708_039,4,190,60.24745726,6.352900949,-0.357283387,0.167485362,0.994424947
PI_237708_039,5,196,48.84467137,5.627533433,-0.736637131,0.253292595,0.993340828
PI_237708_039,6,859,87.5446684,21.67572637,-1.341758555,0.099257448,0.968863317
PI_237708_039,7,439,69.90158583,10.1971242,0.309728384,0.150415634,0.989302544
PI_237708_039,8,671,77.13695202,13.02638505,1.323049934,0.161180758,0.985637738
PI_237708_039,9,194,60.87538602,10.66272981,0.707181535,0.148987466,0.984540574
PI_237708_039,10,934,86.28877665,14.0776362,1.233529662,0.282322802,0.986602
PI_237708_039,11,698,68.02805596,13.39289678,0.61943287,0.342777704,0.980428971
PI_237708_039,12,460,75.41621594,10.97031423,-0.695172191,0.14219695,0.989363604
PI_237708_039,13,325,65.10510063,7.019872525,-1.26097387,0.199569552,0.994170031
PI_237708_039,14,105,38.54590457,3.742275272,-0.434321521,0.228580287,0.995275977
PI_237708_039,15,330,78.0132379,10.63780627,1.029915418,0.189441176,0.99065949
PI_237708_039,16,782,69.29402109,14.78437803,0.007221011,0.32737529,0.976974261
PI_237708_039,17,791,68.94721876,15.040225,1.496323103,0.361258797,0.975917231
PI_237708_039,18,109,48.63892658,7.221841756,-0.720387465,0.296426295,0.988915615
PI_237708_039,19,144,55.8033431,3.471002097,-0.710540582,0.281156811,0.998063667
PI_237708_039,20,178,23.29407977,16.69645266,-0.737232347,0.2898939,0.697311645
PI_237708_039,21,478,78.03176336,10.05716314,-1.344240504,0.198586522,0.991659481
PI_237708_039,22,736,76.35042848,13.36643681,-0.627910125,0.295193028,0.984556531
PI_237708_039,23,912,90.43689892,13.151496,-1.030543433,0.268072795,0.98936975
PI_237708_039,24,833,61.3936752,17.67526093,-1.049523549,0.420790102,0.95766037
PI_237708_039,25,529,67.20833773,12.50867271,0.009394182,0.204418381,0.982527424
PI_237708_039,26,647,71.50644211,14.20541023,0.208107977,0.186077943,0.980068638
PI_237708_039,27,319,75.20053272,7.70875987,0.320628318,0.175685978,0.994732038
PI_237708_039,28,541,93.58935531,10.65115159,1.208241392,0.122447981,0.993502843
PI_237708_039,29,790,67.41566274,15.25477094,0.131568025,0.364877382,0.974062454
PI_237708_039,30,1182,85.58712325,17.96346253,1.094933937,0.287620863,0.977726057
PI_237708_039,31,849,78.6663278,14.13232878,-1.264235315,0.308872521,0.983730771
PI_237708_039,32,529,72.62369606,12.09168267,-0.292660006,0.179816016,0.986041833
PI_237708_039,33,852,77.77843979,14.40265972,0.624043927,0.301570744,0.982705471
PI_237708_039,34,361,58.83406206,11.51234807,0.674177492,0.191795593,0.980668823
PI_237708_039,35,1053,81.16041482,17.63951826,0.608282565,0.278402095,0.976095649
PI_237708_039,36,745,66.70597599,14.2879207,-1.394750405,0.403476849,0.976791465
PI_237708_039,37,673,54.97641238,16.45079013,-1.335372552,0.358579883,0.954179883
PI_237708_039,38,856,87.91151955,13.63352363,-0.310728153,0.22634269,0.987901549
PI_237708_039,39,804,76.09768729,14.21916008,-0.618970295,0.300307454,0.982387688
PI_237708_039,40,1059,84.74525905,16.4782677,-0.916072368,0.302321802,0.980913479
PI_237708_039,41,127,21.89334777,8.907586472,-1.428658398,0.536075458,0.913489325
PI_237708_039,42,640,70.47180558,11.91866514,-0.009548139,0.304976661,0.985594315
PI_237708_039,43,1038,94.09220407,15.22852797,-0.214186898,0.184735068,0.986815886
PI_237708_039,44,1012,84.3929929,16.46890313,1.501221003,0.287736413,0.980774326
PI_237708_039,45,396,80.10566095,6.48774525,0.06377985,0.185701636,0.996714926
PI_237708_039,46,900,122.2731922,11.73643928,0.153388948,0.117184595,0.995382744
PI_237708_039,47,812,73.95391918,14.42131524,0.815186819,0.319789773,0.980802433
PI_237708_039,48,395,72.27838006,10.50862166,1.072878849,0.165000366,0.989374284
PI_237708_039,49,814,64.49219874,16.57196132,0.63084234,0.377447531,0.96642185
PI_237708_039,50,877,63.67221172,18.49023069,0.360672457,0.353421385,0.956906201
PI_237708_039,51,632,60.0245965,14.2407998,1.18403958,0.312420841,0.971448774
PI_237708_039,52,378,67.12403576,16.55887722,-0.330967794,0.118519838,0.96909426
PI_237708_039,53,907,79.51839725,14.64279218,1.562404703,0.355815084,0.982899379
PI_237708_039,54,301,31.2523655,13.36541903,0.813391468,0.524177043,0.903939178
PI_249739_010,1,150,60.47033974,3.83815504,-0.217520395,0.153444386,0.997983639
PI_249739_010,2,143,64.16440199,3.121433396,-0.19172268,0.140289255,0.998816013
PI_249739_010,3,498,82.80006884,11.708252,0.110620914,0.130862782,0.989951988
PI_249739_010,4,175,25.47913288,9.732125214,-1.287912221,0.509491808,0.924176981
PI_249739_010,5,110,48.85885961,4.339623616,0.441565124,0.196013219,0.99604773
PI_249739_010,6,547,72.79107974,10.18973757,-0.69047193,0.238026891,0.990153472
PI_249739_010,7,701,71.31029146,12.85183463,0.402562444,0.299592299,0.983625572
PI_249739_010,8,896,79.78947423,14.58419398,1.508717391,0.348405978,0.983153201
PI_249739_010,9,270,81.50341348,6.26493807,0.254463583,0.129860789,0.997041341
PI_249739_010,10,731,79.70379045,12.05413708,0.80995561,0.300516038,0.98849758
PI_249739_010,11,243,71.31150973,5.445713416,1.198668936,0.147928841,0.997079919
PI_249739_010,12,645,77.33370129,12.93902956,-0.204565397,0.204198994,0.985903618
PI_249739_010,13,130,56.44170513,5.020215244,-0.621943407,0.176322655,0.996036527
PI_249739_010,14,348,64.89400549,10.7305877,-0.279673782,0.178299107,0.98623401
PI_249739_010,15,474,72.14473995,9.400065407,0.905126572,0.266069545,0.991475332
PI_249739_010,16,209,39.12168317,7.968774633,1.148921338,0.307206316,0.979035015
PI_249739_010,17,103,32.30637452,6.161242128,0.1994083,0.3214429,0.981645859
PI_249739_010,18,627,86.51909154,10.97804714,-1.150687554,0.179908006,0.991917328
PI_249739_010,19,203,72.37565145,5.451421907,0.152310996,0.170017984,0.997159323
PI_249739_010,20,175,29.40620132,8.864120382,1.047921458,0.392993759,0.953486061
PI_249739_010,21,133,50.50343138,3.498310263,-1.432069987,0.200286467,0.997598034
PI_249739_010,22,518,74.21202908,9.808188705,-0.960368028,0.215335314,0.991227809
PI_249739_010,23,767,70.3224342,13.97524356,-1.374042644,0.397741302,0.980054087
PI_249739_010,24,154,64.73391137,3.844514363,-1.397184635,0.152929797,0.998234886
PI_249739_010,25,343,80.50766571,6.514738165,-0.148434905,0.138960886,0.996720541
PI_249739_010,26,390,61.98992172,8.4260893,-0.051083025,0.269144689,0.990718888
PI_249739_010,27,726,71.7672508,13.74753258,-0.546216788,0.250698282,0.981481454
PI_249739_010,28,189,70.56713294,4.305164858,1.274433567,0.153567818,0.998137273
PI_249739_010,29,734,72.64241755,13.15871794,-1.206411235,0.325104272,0.983456634
PI_249739_010,30,598,79.50041032,9.825445567,-0.281788681,0.241587117,0.992333383
PI_249739_010,31,837,75.08326754,14.41414641,0.686020843,0.33156615,0.981399722
PI_249739_010,32,171,55.45410417,4.963539975,1.477456138,0.162349101,0.995986178
PI_249739_010,33,417,63.33167796,12.63293161,-1.173554606,0.149471996,0.979903414
PI_249739_010,34,622,78.65801763,10.6403207,-0.136731774,0.251014116,0.990808339
PI_249739_010,35,499,81.90247809,8.830942871,1.403204154,0.173408399,0.994170144
PI_249739_010,36,781,82.50963155,12.38234656,1.407326162,0.284696337,0.988675142
PI_249739_010,37,847,86.98610601,13.28442263,0.083960116,0.239742658,0.988269668
PI_249739_010,38,399,46.62384289,11.01068661,-0.190068866,0.428408981,0.971714184
PI_249739_010,39,572,68.05031083,10.85016494,-0.704998272,0.34881218,0.987207091
PI_249739_010,40,101,20.46395015,7.13507704,1.357266624,0.510330467,0.937247163
PI_249739_010,41,131,19.57476773,14.1378525,-1.119297864,0.22214868,0.691633336
PI_249739_010,42,316,43.84870578,13.52761387,1.560062691,0.23959026,0.951222211
PI_249739_010,43,539,65.60450334,11.25178369,0.286369149,0.274828013,0.985182498
PI_249739_010,44,647,82.64108711,12.01358715,-1.523285607,0.223142888,0.989377268
PI_249739_010,45,283,77.25640196,6.126971498,0.559140367,0.136043261,0.996850241
PI_249739_010,46,501,64.45198557,12.11952517,-1.122135349,0.208951041,0.982161449
PI_249739_010,47,712,84.71877422,11.01522226,-1.203130981,0.248045129,0.991511236
PI_249739_010,48,751,71.24878168,14.14650175,0.050077098,0.307615384,0.9800906
PI_249739_010,49,133,60.42616551,5.705882047,-0.800873905,0.200701097,0.995531756
PI_249739_010,50,206,72.781151,5.146997112,-0.794090628,0.155501105,0.99749629
PI_249739_010,51,827,95.47805626,11.41310687,-0.143730534,0.234608137,0.992829814
PI_249739_010,52,506,73.22343697,10.09450477,-1.128641019,0.216686906,0.990451874
PI_249739_010,53,388,70.32004435,9.355178088,-1.207208594,0.145600673,0.991111052
PI_249739_010,54,139,57.31208628,3.563162114,-0.950862311,0.177156501,0.998065499
PI_249739_010,55,178,82.36095917,3.795061183,-1.10845494,0.118846343,0.998937826
PI_249739_010,56,672,73.65625265,12.93225949,1.490020462,0.259881832,0.984465906
PI_249739_010,57,327,52.80878043,10.4858842,0.750586927,0.294285395,0.980088071
PI_249739_010,58,267,40.99500406,9.269796816,0.100276458,0.344181479,0.974099417
PI_249739_010,59,150,22.99315637,8.937765336,0.163687198,0.612923796,0.921358403
PI_249739_010,60,585,86.74618395,8.819029579,-0.49276149,0.21139764,0.994818716
PI_249739_010,61,131,55.84857462,3.467993098,0.197446734,0.181317084,0.998070159
PI_249739_010,62,394,60.7520211,8.892951448,-0.141801392,0.274136293,0.989228263
PI_249739_010,63,114,39.85017276,4.830081721,0.311449361,0.23834703,0.99262737
PI_249739_010,64,155,57.1466847,4.311911186,0.176379329,0.179571643,0.99714933
PI_249739_010,65,1078,83.95860215,16.83489545,1.057222166,0.323853915,0.979690787
PI_249739_010,66,469,74.55382326,8.630289625,0.361946691,0.207394975,0.993277309
PI_249739_010,67,801,81.48847435,12.86151002,0.133882175,0.288866884,0.987465938
PI_249739_010,68,273,74.40686591,5.209240343,1.466787156,0.152230745,0.997546275
PI_249739_010,69,178,61.27839649,4.213966992,0.233283507,0.167492906,0.997632708
PI_249739_010,70,631,65.89400872,12.48116702,0.65167983,0.345239039,0.981897551
PI_249739_010,71,274,75.84726088,4.787907955,0.049414062,0.149342868,0.998005587
PI_249739_010,72,152,60.61123625,4.224933377,0.053015139,0.171987822,0.997567617
PI_249739_010,73,1119,90.58923972,15.84957848,-0.611726841,0.333675388,0.984575375
PI_249739_010,74,157,44.27586636,5.592150408,0.938191367,0.268152276,0.99199178
PI_249739_010,75,873,73.1505094,15.50504242,0.977989302,0.376079098,0.977278163
PI_249739_010,76,228,93.25157841,12.03829701,-0.039830513,0.114701263,0.991632252
PI_249739_010,77,127,28.6530218,10.32989551,1.082727855,0.274459852,0.932752723
PI_249739_010,78,523,81.13875366,8.559173997,0.073436204,0.235638854,0.994420564
PI_249739_010,79,536,80.87349537,10.58844622,-1.291699745,0.165418721,0.991392139
PI_249739_010,80,403,53.52259467,10.07274003,1.139375321,0.311335166,0.982131485
PI_249739_010,81,177,62.68462831,8.109260334,-0.34499286,0.144794565,0.991596912
PI_249739_010,82,467,67.64148925,12.04587428,-0.145948055,0.199599933,0.984015269
PI_249739_010,83,371,87.04463478,13.32374611,-0.459013558,0.074469915,0.988215662
PI_250965_018,1,739,71.04203365,13.34048513,1.102453058,0.348508964,0.982210543
PI_250965_018,2,620,62.52482677,12.83380525,1.422455344,0.398414255,0.978707617
PI_250965_018,3,590,77.95291502,12.29289588,0.196576646,0.179935766,0.987487639
PI_250965_018,4,928,89.33712791,13.96883056,1.51813249,0.224212542,0.987699995
PI_250965_018,5,607,62.57302127,12.46705935,-0.171825992,0.384735151,0.97995069
PI_250965_018,6,872,81.66490922,14.13347478,-1.421530893,0.284484521,0.98491011
PI_250965_018,7,304,101.206249,7.160504811,1.070949787,0.097378596,0.997493965
PI_250965_018,8,714,77.09010322,11.97035261,-0.612193453,0.297765597,0.987870903
PI_250965_018,9,391,90.46242819,6.327636954,-0.261809798,0.141203949,0.997550661
PI_250965_018,10,1087,96.42527729,14.65801189,-0.022632331,0.292372171,0.988378309
PI_250965_018,11,642,76.63207134,10.89031242,-1.021571577,0.274907297,0.98985063
PI_250965_018,12,424,104.1858453,6.924541407,-1.022502757,0.13164721,0.997788866
PI_250965_018,13,717,76.95071506,12.03768918,-1.270372798,0.305586675,0.987688453
PI_250965_018,14,646,74.10786265,12.01404994,-1.203059118,0.226107294,0.986771752
PI_250965_018,15,826,85.43826064,12.7194461,1.064040453,0.243364849,0.988856331
PI_250965_018,16,752,85.41576596,11.47762395,-0.169866268,0.259566002,0.990930742
PI_250965_018,17,515,82.19051359,8.677498315,-1.207994046,0.183046137,0.99441104
PI_250965_018,18,326,44.53605451,11.2418542,1.42014955,0.305627911,0.967617396
PI_250965_018,19,242,59.59871003,6.192640247,0.855181048,0.234726596,0.994587163
PI_250965_018,20,808,82.49950353,13.13914128,0.935835769,0.279308298,0.987236146
PI_250965_018,21,641,78.23572472,11.15402059,0.236232719,0.236093423,0.989784808
PI_250965_018,22,298,38.11745964,12.21639282,0.211631056,0.378811049,0.947250761
PI_250965_018,23,240,32.72405679,12.50841922,0.205481891,0.318161164,0.92406339
PI_250965_018,24,728,77.00370622,12.30037284,1.534021175,0.3051442,0.987159541
PI_250965_018,25,114,56.60500074,4.414025042,0.589502155,0.172297773,0.996954969
PI_250965_018,26,951,84.02409837,14.70890683,-0.252108254,0.319964833,0.984558511
PI_250965_018,27,704,87.55446277,10.8484589,-0.131020503,0.20129632,0.992294052
PI_250965_018,28,199,30.47096455,10.63946694,-0.030178799,0.358739899,0.937060371
PI_250965_018,29,328,48.96060416,11.66369879,-0.13199835,0.232824665,0.971209697
PI_250965_018,30,708,79.73363644,13.47525712,0.042523208,0.184068327,0.985615465
PI_250965_018,31,991,88.97751642,14.73238855,0.862101181,0.269535279,0.986197321
PI_250965_018,32,697,77.96518567,11.99489517,1.394398993,0.233418632,0.988094312
PI_250965_018,33,786,76.93991087,13.50591984,0.011536294,0.284285504,0.984472559
PI_250965_018,34,773,81.8441431,12.50748765,1.075333516,0.250731615,0.988253916
PI_250965_018,35,339,43.12693658,11.10707135,-0.123313814,0.379305475,0.966266649
PI_250965_018,36,765,75.52680376,13.0092644,0.303982461,0.32893965,0.985053793
PI_250965_018,37,265,43.77687523,9.19560803,0.034666267,0.312991223,0.977689294
PI_250965_018,38,753,90.50751974,12.93046904,1.180155705,0.155477731,0.989742006
PI_250965_018,39,830,83.98887581,12.84591757,-0.690805628,0.296047626,0.988234262
PI_250965_018,40,795,74.73331734,13.89144652,0.061630249,0.317838652,0.982572409
PI_250965_018,41,748,73.31443637,13.53380419,0.347017176,0.293283124,0.982813841
PI_250965_018,42,724,83.63788454,11.2724982,-0.050872075,0.257478266,0.990875899
PI_250965_018,43,715,78.66501479,11.83181542,0.242707303,0.282976206,0.988624072
PI_250965_018,44,845,74.82279836,14.43286488,0.278950476,0.371393265,0.981219611
PI_250965_018,45,762,83.74739227,11.88302987,-0.356903809,0.253819823,0.989882239
PI_250965_018,46,463,60.56822856,12.16659968,0.125801306,0.212046196,0.979617028
PI_250965_018,47,184,30.4656934,8.322841572,0.108298346,0.460826802,0.961960852
PI_250965_018,48,143,54.97695765,4.178585716,-1.484423971,0.187221058,0.99710735
PI_250965_018,49,393,93.51923057,6.013064602,-1.044362034,0.138556313,0.997930767
PI_250965_018,50,540,68.51397273,11.48890493,-1.139847443,0.217191825,0.98584028
PI_250965_018,51,203,65.68615781,5.689442484,1.539225219,0.153673962,0.996241812
PI_250965_018,52,788,83.3009459,12.18234154,1.562970946,0.295324282,0.989248411
PI_250965_018,53,153,61.62669958,4.24222273,0.122172553,0.156898193,0.997627892
PI_250965_018,54,155,45.48064799,5.345734884,0.174717616,0.232511235,0.993068306
PI_250965_018,55,594,78.17727609,10.85237671,0.869725255,0.256599142,0.990317975
PI_250965_018,56,690,86.03477931,10.95685283,-1.52792546,0.220431359,0.991857358
PI_250965_018,57,658,77.9423524,12.37723944,0.489032401,0.188227253,0.987310784
PI_250965_018,58,695,79.0837104,11.5859639,-0.696840322,0.267578639,0.989210295
PI_250965_018,59,547,80.97881505,10.11566032,-0.03011815,0.178962265,0.992167149
PI_250965_018,60,206,66.9338762,6.626329958,0.564630279,0.165704583,0.995087617
PI_250965_018,61,884,85.34447656,13.6987031,0.744221978,0.2698955,0.987034098
PI_250965_018,62,565,80.34568915,10.92462465,1.567253823,0.173310205,0.990712919
PI_250965_018,63,123,40.83782221,5.733104114,0.803859379,0.230768831,0.990096691
PI_250965_018,64,714,81.5552824,11.27633243,-1.396981758,0.282487092,0.990395113
PI_250965_018,65,398,94.15841738,6.320710521,0.945485561,0.141131503,0.99774434
PI_250965_018,66,174,40.72246095,10.68424539,0.5449255,0.224109015,0.964968061
PI_250965_018,67,693,86.15855988,11.53646175,-0.188847895,0.169938364,0.990995114
PI_250965_018,68,798,80.2262628,13.19699344,-0.829232045,0.274452651,0.986377555
PI_250965_018,69,857,80.62864542,13.72922242,1.228010048,0.304622743,0.985396197
PI_250965_018,70,687,76.37939824,12.17004096,0.079973978,0.266504659,0.987224299
PI_250965_018,71,359,83.99838658,7.565864465,-1.001821492,0.166886062,0.995935297
PI_250965_018,72,838,86.69705165,12.59028391,0.607789609,0.272469626,0.989399156
PI_250965_018,73,151,37.01017143,9.067835058,1.026874137,0.236149425,0.969520736
PI_250965_018,74,373,56.79082454,10.79067323,-1.070656078,0.190588677,0.981782671
PI_250965_018,75,623,74.25034311,10.89937011,0.787967272,0.303180766,0.989167354
PI_250965_018,76,131,41.16602705,6.828150878,0.338734562,0.22667584,0.986147865
PI_250965_018,77,794,74.00159521,13.90641056,-0.875244187,0.34452432,0.982184258
PI_250965_018,78,897,89.80746749,12.88785397,1.084375405,0.271311588,0.989649538
PI_250965_018,79,182,63.34474561,4.395180927,1.068078042,0.153777928,0.99758995
PI_250965_018,80,101,38.79137523,3.956150521,1.399046152,0.230666682,0.994785905
PI_250965_018,81,346,35.5737307,14.71153607,-0.498807547,0.348636553,0.910481158
PI_250965_018,82,266,36.62809512,11.02567081,1.149290499,0.349647223,0.953618847
PI_250965_018,83,957,94.02582356,13.3049599,0.777202904,0.272833195,0.989937791
PI_250965_018,84,958,90.0957002,13.97963946,0.460765822,0.265257096,0.987888672
PI_250965_018,85,1329,99.7528209,17.61227086,0.686174409,0.264384299,0.984290036
PI_250965_018,86,896,91.70134601,12.71163074,0.115260381,0.275052061,0.99034566
PI_250965_018,87,759,91.73434377,12.64696344,0.096154912,0.14507922,0.990451017
PI_250965_018,88,264,58.09127308,6.854428679,1.295617708,0.210403076,0.993014294
PI_250965_018,89,122,46.25914293,4.650574351,-1.262524944,0.225295531,0.994933716
PI_250965_018,90,846,77.86809984,14.11594798,-0.55181366,0.349613542,0.983431479
PI_250965_018,91,753,82.85543503,12.78009026,0.53902739,0.208483467,0.98803253
PI_250967_075,1,1111,94.60712211,15.57732762,-0.121409271,0.261823821,0.986351588
PI_250967_075,2,1109,116.7841157,12.72177458,-0.498163212,0.193362644,0.994048972
PI_250967_075,3,146,31.9121308,7.473468087,-0.125685,0.274833647,0.972191103
PI_250967_075,4,1293,96.61231719,19.33775482,0.15010355,0.176971225,0.979763576
PI_250967_075,5,319,87.64265437,7.254914735,-0.095740037,0.133636482,0.996567983
PI_250967_075,6,402,97.05687776,9.449279429,-0.598531638,0.131489817,0.99524941
PI_250967_075,7,258,68.02787656,7.216456826,-0.240788941,0.138091854,0.994357505
PI_250967_075,8,316,67.84539908,7.595056722,1.164659332,0.173856087,0.993714232
PI_250967_075,9,115,31.77540857,6.136858201,1.201325495,0.336564496,0.981172721
PI_250967_075,10,381,115.0328716,7.792843023,-0.426994103,0.104991757,0.997702703
