Image_Name,Seed,Area,Length,Width,Orientation,Circularity,Eccentricity
PI_115358_005,102,129,37.64270278,5.340489465,0.247128506,0.271654432,0.989884844
PI_189146_008,1,107,23.23514367,6.156762217,0.04294674,0.530405186,0.964254927
PI_189146_008,2,390,48.34941525,11.16385177,-1.313376603,0.349024795,0.972977625
PI_189146_008,3,593,55.61111011,13.89470574,0.667362262,0.421302718,0.968283302
PI_189146_008,4,183,24.46138223,17.34484769,0.006614739,0.264838083,0.705137464
PI_189146_008,5,684,69.80208578,13.11432288,-0.549812792,0.288115264,0.982192245
PI_189146_008,6,355,39.63673265,16.73531316,-0.660547565,0.227757042,0.906494663
PI_189146_008,7,558,62.04854245,11.81597255,1.493971787,0.355079057,0.981700562
PI_189146_008,8,547,61.10206429,11.69982551,-0.405308835,0.335557421,0.981496508
PI_189146_008,9,241,61.04453748,9.52974687,-0.807379893,0.178564394,0.987739458
PI_189146_008,10,128,39.08532109,7.495296654,-0.600398722,0.210101327,0.981440372
PI_189146_008,11,250,52.50763725,7.780455399,-0.401483231,0.211008526,0.988960768
PI_189146_008,12,468,49.45536994,12.26796365,-0.284040765,0.426505045,0.968744336
PI_189146_008,13,396,56.45466365,10.15894598,0.682989348,0.24441856,0.983675988
PI_189146_008,14,113,42.3026363,4.571000072,0.325143501,0.203706576,0.994144947
PI_189146_008,15,637,70.02427288,11.9132687,0.346283683,0.287529379,0.985421531
PI_189146_008,16,272,55.80462518,12.87970672,1.445145149,0.149250994,0.973001216
PI_189146_008,17,658,64.26790814,13.49488502,-1.008144795,0.325103801,0.977705983
PI_189146_008,18,211,43.67959586,6.466741249,-0.05522625,0.296113596,0.988979956
PI_189146_008,19,227,49.26918198,11.23488874,-0.021044759,0.19312888,0.97365393
PI_189146_008,20,462,54.09238324,11.66292662,0.738861899,0.335325992,0.976479281
PI_189146_008,21,234,35.58069932,16.89956798,1.490032901,0.145720235,0.880004973
PI_189146_008,22,117,36.00453609,5.03523206,-0.817474695,0.342725654,0.99017271
PI_189146_008,23,558,59.49914543,12.15402392,0.450509695,0.364967213,0.978914118
PI_189146_008,24,116,21.82159583,15.14860595,0.703246161,0.225955315,0.71977977
PI_189146_008,25,210,61.41279304,4.708819164,1.539371665,0.169709755,0.997056147
PI_189146_008,26,229,45.53905105,6.698728467,1.172400139,0.282196035,0.989121841
PI_189146_008,27,186,47.5024337,14.37557615,-0.334078708,0.115386479,0.953108688
PI_189146_008,28,119,20.05106246,10.70233064,1.522746313,0.419095848,0.845639928
PI_189146_008,29,404,51.51213806,16.61385771,-1.249336314,0.186567938,0.946561572
PI_189146_008,30,273,55.7322361,11.72645741,-0.90337357,0.138456227,0.977613859
PI_189146_008,31,659,67.68089251,12.74445937,0.707870586,0.335077409,0.982111139
PI_189146_008,32,110,29.23104429,8.441080202,0.705997212,0.461410928,0.957398174
PI_189146_008,33,604,65.44123781,12.0947998,0.860972708,0.333192935,0.982772532
PI_189146_008,34,681,72.57917475,12.44646914,1.414148766,0.314015364,0.985186181
PI_189146_008,35,180,59.96721553,11.1759762,0.655195881,0.244649699,0.98247999
PI_189146_008,36,607,72.45333162,11.39277975,-1.342416044,0.235191952,0.987559941
PI_189146_008,37,342,56.60710364,11.27661132,-1.01406451,0.19965327,0.979957146
PI_189146_008,38,648,65.78627739,12.95916879,1.556736315,0.347802572,0.980405711
PI_189146_008,39,613,60.06066188,13.63663703,-0.739364387,0.321633922,0.973883631
PI_189146_008,40,376,53.20658185,9.904558382,-0.182615615,0.26718191,0.982520791
PI_189146_008,41,559,64.45231822,11.71746003,0.698541631,0.278582497,0.983335446
PI_189146_008,42,171,39.93695015,7.075740709,0.564343266,0.279131965,0.984179762
PI_189146_008,43,559,62.43033531,11.61385374,0.439263864,0.335115143,0.982544251
PI_189146_008,44,567,65.59465463,11.29032042,1.16776184,0.29555237,0.985075541
PI_189146_008,45,553,72.65116371,9.823802836,-0.179476493,0.292835959,0.990815764
PI_189146_008,46,351,57.97903209,8.489554717,-1.417772333,0.219640199,0.989221839
PI_189146_008,47,591,66.64244527,12.39365058,-0.524192801,0.232769282,0.982554983
PI_189146_008,48,527,53.62998564,12.75014528,0.709436007,0.425523252,0.971328132
PI_189146_008,49,465,46.20072944,13.07953406,-0.236493599,0.502456029,0.95908971
PI_189146_008,50,558,63.91220637,11.41735042,0.268959785,0.30871378,0.983914294
PI_189146_008,51,582,66.77104702,11.31569344,0.314147339,0.297156493,0.985535336
PI_189146_008,52,464,60.14768544,11.0256965,-1.179787436,0.254246318,0.983055083
PI_189146_008,53,549,60.75578402,11.6350132,-1.474743368,0.358959745,0.981491712
PI_189146_008,54,369,52.83431031,12.88884763,-0.798138162,0.243757108,0.969788203
PI_189146_008,55,267,46.49499827,8.635173051,-0.070385213,0.26333993,0.982602212
PI_189146_008,56,621,62.88284205,12.92183715,-0.198472196,0.312526428,0.978659075
PI_189146_008,57,186,58.60495573,9.457209683,-0.865054854,0.191064737,0.986893621
PI_189146_008,58,668,65.18734937,13.45257105,0.355704171,0.313592537,0.978474488
PI_189146_008,59,529,57.81597386,11.77463161,-0.643966149,0.385375508,0.979042287
PI_189146_008,60,508,57.14714828,12.09656504,0.475041282,0.30641614,0.97734033
PI_189146_008,61,620,59.81539998,14.47656566,-1.315978089,0.291058941,0.970271083
PI_189146_008,62,479,67.26259387,10.00023114,-0.767387742,0.261238099,0.988886191
PI_189146_008,63,427,61.62301728,10.85134851,1.298489653,0.181975237,0.984373632
PI_189146_008,64,185,44.28480575,13.69316893,-0.86891216,0.201047186,0.950994781
PI_189146_008,65,561,68.93420231,11.57261872,0.961503635,0.231647078,0.985807575
PI_189146_008,66,703,68.02668633,13.38239627,-0.318027019,0.336245272,0.980459159
PI_189146_008,67,485,61.19705035,10.28843894,-0.55568457,0.313914853,0.985766563
PI_189146_008,68,595,64.69797702,12.47382602,-0.333397582,0.281211047,0.981237905
PI_189146_008,69,124,42.80785209,4.70589501,-0.709380365,0.227809805,0.99393926
PI_189146_008,70,215,33.32461179,10.58027622,0.197219769,0.298617767,0.948261166
PI_189146_008,71,328,42.86585446,17.08587305,1.416522407,0.144505486,0.917129506
PI_189146_008,72,238,32.84901396,16.68205793,0.352815427,0.174324558,0.861451148
PI_189146_008,73,103,12.57991746,11.59829689,-1.040163297,0.654921679,0.387263125
PI_189146_008,74,513,72.3161731,11.88214847,-0.652144268,0.203935731,0.986409032
PI_189146_008,75,108,36.72060188,4.862513447,-1.168167434,0.256541985,0.991193801
PI_206561_002,1,1000,96.26608146,13.5021524,1.08341003,0.261091509,0.990114895
PI_206561_002,2,603,74.31742114,13.17642223,-1.084341572,0.220243638,0.984156989
PI_206561_002,3,313,55.80528161,8.036138012,-1.335915758,0.240666954,0.989577225
PI_206561_002,4,769,72.0951181,14.06872533,1.096637691,0.308821706,0.980775166
PI_206561_002,5,164,32.27199291,9.904137619,-1.329418612,0.283777387,0.951743135
PI_206561_002,6,727,77.90095015,13.570327,-1.36028715,0.244150711,0.984710334
PI_206561_002,7,554,86.57015213,9.849726835,-0.541545759,0.190759669,0.993506267
PI_206561_002,8,752,79.17036819,13.71689311,-0.195453827,0.228634627,0.984876487
PI_206561_002,9,131,38.78755981,5.588933416,1.55740731,0.287550819,0.98956446
PI_206561_002,10,598,75.17970653,10.63370566,0.444079106,0.246557608,0.989946283
PI_206561_002,11,125,27.08576881,6.838706895,-0.753759774,0.397776341,0.967601227
PI_206561_002,12,766,87.72908741,11.83333367,-0.484868191,0.225157633,0.990861267
PI_206561_002,13,243,73.48548908,4.460398666,0.098123517,0.149526337,0.998156196
PI_206561_002,14,730,85.66141989,12.32892455,-0.409976466,0.208764902,0.989588421
PI_206561_002,15,613,81.15806118,11.00673593,0.349304282,0.189571168,0.990760793
PI_206561_002,16,641,64.49176972,12.83047058,-1.170204986,0.354466403,0.980010167
PI_206561_002,17,112,37.07624329,4.103742699,0.253316632,0.272747923,0.993855662
PI_206561_002,18,876,89.31208268,14.07253699,-1.044836885,0.199491039,0.987508478
PI_206561_002,19,286,52.99218047,7.484266542,-0.090979234,0.252710864,0.989976324
PI_206561_002,20,114,19.17952699,8.355842613,0.021950369,0.563512674,0.900109038
PI_206561_002,21,593,71.33653593,12.75783268,0.583207815,0.182484332,0.983878154
PI_206561_002,22,715,78.78068462,12.7003625,-1.087725486,0.22346981,0.98691986
PI_206561_002,23,624,71.52953709,11.50634823,-1.20077365,0.254458244,0.98697699
PI_206561_002,24,843,77.8497014,14.25283449,1.480473206,0.308554405,0.983097752
PI_206561_002,25,773,74.57033042,15.43313347,0.92418068,0.262819533,0.978349241
PI_206561_002,26,127,54.12255334,3.769032124,1.45181777,0.179935853,0.997572269
PI_206561_002,27,757,70.56239486,14.52581566,-0.563763141,0.334843242,0.978581927
PI_206561_002,28,339,58.13943584,7.757170608,0.953093177,0.26704549,0.991059107
PI_206561_002,29,620,84.69695865,11.32232394,-0.550998207,0.213710358,0.991024494
PI_206561_002,30,150,16.82218547,12.63763816,-0.417547816,0.624462005,0.660019696
PI_206561_002,31,371,84.89465518,9.025388956,1.376920226,0.158952431,0.994332735
PI_206561_002,32,699,85.50859087,11.78461909,-0.16843533,0.184318691,0.990457577
PI_206561_002,33,663,80.28960462,12.10382672,-1.054934562,0.201480865,0.988571598
PI_206561_002,34,590,77.69968437,10.7800907,0.041052596,0.222611788,0.990328775
PI_206561_002,35,915,85.24190882,13.9177019,-1.472129336,0.317085668,0.986580929
PI_206561_002,36,125,55.18933614,3.09864883,-1.046724636,0.163732778,0.998422581
PI_206561_002,37,762,81.05199495,12.50661785,-1.27052178,0.259592025,0.988023475
PI_206561_002,38,618,64.56578834,13.55929986,0.62937715,0.314372508,0.977699775
PI_206561_002,39,763,85.81755217,12.28576646,0.738347587,0.262512845,0.989699346
PI_206561_002,40,928,83.76776526,14.36303845,-0.928702706,0.316766096,0.98519063
PI_206561_002,41,928,91.00879651,13.42177186,-1.047946712,0.277296651,0.989065375
PI_206561_002,42,170,69.8901184,4.411529459,0.024541164,0.153408667,0.998005886
PI_206561_002,43,207,46.53401132,11.89477399,1.163522163,0.157699499,0.966778755
PI_206561_002,44,859,88.92169719,12.73969853,-1.173013836,0.254720377,0.989683824
PI_206561_002,45,420,44.39440882,12.41167081,0.585402771,0.516110881,0.960123174
PI_206561_002,46,436,56.26927719,11.07467474,1.542613398,0.279488946,0.980440512
PI_206561_002,47,685,82.56559114,11.66534983,1.268943306,0.211402657,0.989968842
PI_206561_002,48,741,78.12632995,13.77096186,0.999034423,0.231417838,0.984342694
PI_206561_002,49,569,57.11354539,13.24425256,0.63918553,0.417142448,0.972741212
PI_206561_002,50,716,60.27730191,15.60896605,0.950929266,0.426127835,0.965890022
PI_206561_002,51,493,61.91160925,11.35784553,-0.331601225,0.312897916,0.983028557
PI_206561_002,52,562,75.19599013,12.30133627,0.377440941,0.163505327,0.986528361
PI_206561_002,53,461,66.96633356,10.16721884,1.126850922,0.243649095,0.988407264
PI_206561_002,54,875,81.27800655,14.62141848,-0.621553967,0.289444071,0.983686017
PI_206561_002,55,642,72.74273978,13.05289804,-0.08975727,0.215078558,0.983769068
PI_206561_002,56,816,83.1702487,12.94961399,-1.047857932,0.265700547,0.987804377
PI_206561_002,57,662,63.08253091,14.98826693,1.167396713,0.285440411,0.971363636
PI_206561_002,58,541,73.08766957,11.18012761,-1.510703378,0.220538065,0.98823103
PI_206561_002,59,875,81.69740596,15.15054214,-0.613459441,0.27092786,0.98265426
PI_206561_002,60,129,45.60846997,5.441322186,0.33437802,0.20161111,0.992857642
PI_206561_002,61,606,81.1578468,12.32778501,-0.412251726,0.188488932,0.988396041
PI_206561_002,62,465,54.85854026,12.11454955,-1.315311546,0.283610527,0.975311745
PI_206561_002,63,743,85.36314528,14.1783726,-0.901886548,0.176152281,0.986109794
PI_206561_002,64,794,92.50322798,11.89792713,-0.178365533,0.205529999,0.991693726
PI_206561_002,65,133,18.97107641,10.15892183,-1.079209871,0.62532512,0.844538221
PI_206561_002,66,687,66.71664117,13.3425149,-1.38978751,0.362179075,0.979798385
PI_206561_002,67,803,83.93426453,12.51286028,-0.645334589,0.288322806,0.988825246
PI_206561_002,68,350,43.16009869,11.17851891,-1.057187775,0.362666065,0.96587699
PI_206561_002,69,647,77.62179136,11.65716005,-1.121497157,0.229702289,0.988658829
PI_206561_002,70,750,86.22164588,11.3690505,0.623501139,0.276592885,0.991268559
PI_206561_002,71,213,57.87619383,7.992353729,1.510766135,0.126602516,0.99041913
PI_206561_002,72,823,76.34159965,14.50249634,-1.057333288,0.288671442,0.981790193
PI_206561_002,73,777,92.41100607,12.47643414,1.341204601,0.210231296,0.9908442
PI_206561_002,74,588,71.72915292,11.61498354,1.123553051,0.263334302,0.986802518
PI_206561_002,75,570,93.39247622,9.234130105,0.076297297,0.174446463,0.995099916
PI_206561_002,76,120,52.03974648,3.51525367,-0.206583456,0.176409664,0.997715931
PI_206561_002,77,568,82.80773633,11.11511962,0.047123488,0.170778188,0.990950471
PI_206561_002,78,932,92.12827736,13.917918,0.940125761,0.25439825,0.988522903
PI_206561_002,79,182,25.45158707,9.918753531,1.256694752,0.513554684,0.92093737
PI_206561_002,80,648,81.39349237,12.24832079,1.155755068,0.177465067,0.988612627
PI_206561_002,81,558,75.27773864,9.947145442,-0.425468605,0.227360265,0.99123116
PI_206561_002,82,680,72.26495861,13.12292479,-1.34253959,0.250537771,0.983373484
PI_206561_002,83,808,86.54795718,12.3052718,0.340468004,0.232922161,0.989841013
PI_206561_002,84,543,74.25808163,13.24986858,0.370198078,0.191308706,0.98395261
PI_206561_002,85,149,57.70705664,3.589697668,0.042369489,0.169926488,0.998063361
PI_206561_002,86,450,64.62101133,9.802516959,0.994310345,0.262320338,0.988427748
PI_206561_002,87,845,90.69709581,12.62282021,-0.401606771,0.22428558,0.990267721
PI_206561_002,88,943,86.31521073,14.32832855,-0.413248771,0.257927778,0.986125746
PI_206561_002,89,689,96.84671624,10.18956892,0.158375687,0.196043481,0.994449671
PI_206561_002,90,844,81.76583138,13.86477134,-0.634575395,0.285218716,0.985518694
